year,price,transmission,mileage,tax,mpg,engineSize,Make
2017,10348.0,0,20735.0,20,60.1,1.2,1
2018,7495.0,0,20479.0,145,60.1,1.0,4
2018,18490.0,1,32831.0,145,57.6,2.0,1
2016,29991.0,2,46324.0,300,34.9,2.5,5
2019,34800.0,2,3238.0,145,37.2,1.5,5
2017,12491.0,1,27000.0,145,46.3,1.5,3
2017,10999.0,1,10843.0,150,43.5,1.6,4
2015,7998.0,0,37111.0,20,60.1,1.0,1
2017,18699.0,0,26372.0,145,56.5,2.0,3
2018,10699.0,0,12219.0,145,65.7,1.0,3
2018,7098.0,0,18100.0,145,69.0,1.0,2
2016,14022.0,1,72820.0,0,134.5,2.0,0
2019,57000.0,2,12.0,150,39.8,3.0,0
2017,12995.0,1,2000.0,145,51.4,1.0,3
2016,12995.0,0,37688.0,30,61.7,1.7,4
2015,17291.0,2,29135.0,125,57.6,2.0,0
2018,9295.0,0,26468.0,145,58.9,1.5,2
2017,9500.0,0,22312.0,0,65.7,1.0,3
2019,15498.0,0,14231.0,145,34.9,1.6,4
2019,21998.0,2,16616.0,145,65.7,2.0,0
2019,28450.0,2,5340.0,145,38.2,2.0,0
2015,8699.0,0,28552.0,20,60.1,1.2,1
2016,9491.0,0,60720.0,0,78.5,1.5,3
2017,8500.0,0,45345.0,145,65.7,1.0,3
2019,24990.0,0,6000.0,145,40.9,1.5,5
2016,14998.0,0,28083.0,125,60.1,2.0,2
2018,11784.0,0,26122.0,145,52.3,1.0,4
2016,13815.0,0,48628.0,20,67.3,2.0,3
2019,23505.0,1,9264.0,135,78.5,1.8,2
2018,10990.0,0,24674.0,145,65.7,1.0,3
2020,37995.0,2,9.0,145,39.2,2.2,4
2018,17295.0,0,24814.0,145,60.1,2.0,3
2018,18495.0,0,13938.0,145,41.5,2.0,3
2018,12191.0,0,9610.0,145,65.7,1.0,3
2016,21900.0,1,20737.0,145,54.3,2.0,0
2019,22490.0,0,1342.0,145,39.2,2.0,5
2016,8500.0,0,20153.0,0,78.4,1.6,4
2019,27500.0,2,8162.0,145,36.2,2.0,1
2020,20850.0,0,601.0,145,61.4,1.5,3
2016,13000.0,0,16521.0,145,54.3,2.0,3
2018,13700.0,0,9889.0,145,54.3,1.0,3
2018,15695.0,0,19182.0,145,64.2,1.5,3
2015,16995.0,0,14000.0,20,67.3,2.0,1
2018,11995.0,0,12906.0,150,65.7,1.0,3
2018,22999.0,1,12365.0,140,74.3,1.8,2
2016,9995.0,0,13893.0,0,65.7,1.0,3
2016,10000.0,0,21010.0,125,51.4,1.4,4
2017,9498.0,0,16919.0,0,65.7,1.0,3
2019,26493.0,2,5195.0,145,39.8,2.0,1
2013,6998.0,2,37825.0,30,55.4,1.3,2
2016,6990.0,0,35236.0,20,61.4,1.0,1
2014,30442.0,1,36137.0,325,34.9,3.0,2
2020,51995.0,2,500.0,145,38.7,3.0,5
2017,13390.0,0,5697.0,145,55.4,1.4,5
2017,17990.0,0,25479.0,160,50.4,2.0,1
2016,10990.0,0,15989.0,150,47.9,1.6,3
2016,10495.0,0,30000.0,160,44.8,1.6,4
2018,18990.0,1,42967.0,150,48.7,2.0,0
2017,7775.0,0,29018.0,30,55.4,1.2,4
2015,13991.0,0,38126.0,260,36.2,2.0,2
2015,12690.0,2,15700.0,30,53.3,1.4,1
2020,42990.0,2,3245.0,140,5.5,2.0,0
2016,18000.0,0,21833.0,145,49.6,1.4,1
2019,31995.0,0,894.0,145,54.3,2.0,0
2016,13490.0,1,23916.0,0,78.5,1.8,2
2017,11000.0,0,24078.0,145,65.7,1.0,3
2016,16485.0,1,31485.0,235,43.5,2.0,4
2017,6790.0,0,21205.0,145,69.0,1.0,2
2017,25850.0,1,25000.0,150,43.5,2.0,5
2019,17298.0,0,9595.0,145,47.1,1.5,1
2015,6950.0,0,25559.0,125,54.3,1.2,3
2019,61682.0,2,10782.0,145,33.6,3.0,0
2018,24790.0,1,26796.0,145,44.8,2.0,5
2015,7499.0,0,58592.0,0,78.5,1.5,3
2018,10000.0,2,6803.0,145,68.9,1.0,1
2019,22990.0,1,2405.0,145,44.1,1.0,5
2014,9595.0,1,46344.0,0,86.0,1.5,2
2019,22846.0,0,8793.0,145,47.9,2.0,1
2019,18990.0,0,291.0,150,46.3,1.5,5
2020,38990.0,2,105.0,145,53.3,3.0,0
2019,26999.0,2,6095.0,150,47.1,2.0,1
2018,23995.0,1,18339.0,145,48.7,2.0,3
2019,12170.0,0,6816.0,145,47.9,1.5,2
2015,19199.0,1,22797.0,160,49.6,3.0,0
2019,24647.0,1,9386.0,145,54.3,2.0,1
2020,25785.0,2,10.0,145,39.8,1.5,1
2016,9466.0,1,34567.0,30,62.8,2.0,1
2020,27999.0,1,3545.0,140,54.3,2.0,2
2019,30991.0,1,99.0,145,39.8,2.0,1
2016,9499.0,1,12499.0,165,44.1,1.6,3
2019,34495.0,2,3837.0,145,39.2,2.2,4
2019,18000.0,2,5985.0,150,64.2,2.0,6
2020,10790.0,0,1000.0,150,54.3,1.0,1
2016,9295.0,0,15000.0,20,60.1,1.2,6
2016,18998.0,0,24868.0,200,39.8,2.0,1
2019,29000.0,0,3000.0,145,52.3,2.0,1
2017,6999.0,0,21792.0,30,57.7,1.2,3
2019,16950.0,0,100.0,145,55.4,1.0,3
2018,20291.0,0,23195.0,145,53.3,1.5,1
2018,21888.0,1,10565.0,135,74.3,1.8,2
2019,13480.0,0,44100.0,150,65.7,2.0,6
2018,10300.0,0,39884.0,145,65.7,1.0,3
2018,9495.0,0,8563.0,145,64.2,1.1,3
2019,33991.0,2,10018.0,150,37.2,2.0,0
2018,21990.0,1,9898.0,145,44.8,1.4,6
2019,29750.0,2,7000.0,145,33.2,2.0,5
2019,38995.0,1,5500.0,145,41.5,3.0,0
2019,21285.0,0,10.0,145,51.4,1.6,5
2013,7995.0,0,56000.0,30,64.2,2.0,0
2010,3350.0,0,95400.0,125,51.4,1.2,1
2017,25990.0,2,17775.0,205,43.5,2.0,5
2019,17695.0,1,4798.0,145,42.2,1.5,1
2019,21490.0,0,199.0,145,34.9,1.6,4
2017,13609.0,2,8522.0,125,51.4,1.2,6
2016,9791.0,2,37561.0,20,64.2,1.5,3
2019,15400.0,0,12254.0,150,34.9,1.6,4
2014,6995.0,0,17441.0,20,68.9,1.5,3
2018,26795.0,2,23025.0,145,44.1,2.0,1
2015,5995.0,0,38551.0,0,69.0,1.0,2
2008,3495.0,0,73000.0,200,42.2,1.6,3
2020,32995.0,2,10.0,145,36.2,2.0,0
2018,14450.0,0,16026.0,145,64.2,1.5,3
2020,29991.0,2,3565.0,135,188.3,1.4,6
2016,10900.0,0,30539.0,30,57.6,1.4,5
2019,20299.0,0,4629.0,145,35.3,1.5,3
2018,22470.0,0,19097.0,145,49.6,1.4,5
2013,8995.0,0,46000.0,125,53.3,1.4,1
2017,13300.0,0,10841.0,145,56.5,1.0,1
2019,10995.0,0,16552.0,145,58.9,1.0,3
2019,10000.0,0,13239.0,150,57.7,1.0,6
2017,6200.0,0,16220.0,0,69.0,1.0,2
2020,21990.0,0,100.0,145,44.1,1.0,1
2018,17500.0,1,3876.0,145,43.5,1.5,3
2019,9800.0,0,3635.0,150,56.5,0.0,2
2017,11498.0,0,9148.0,145,61.4,1.0,3
2018,15549.0,0,9056.0,145,61.7,1.7,4
2017,10000.0,0,15438.0,145,65.7,1.0,3
2019,26250.0,2,1400.0,145,51.4,1.5,1
2016,17995.0,0,60000.0,125,58.9,2.0,1
2019,26950.0,2,4269.0,145,60.1,2.0,0
2019,52450.0,2,101.0,145,37.7,3.0,0
2013,15500.0,2,46500.0,150,55.4,3.0,0
2017,11295.0,0,5063.0,20,61.4,1.0,3
2019,19890.0,0,1628.0,150,42.8,1.5,6
2015,10490.0,1,54000.0,125,58.9,2.0,3
2010,2998.0,0,94000.0,125,50.4,1.2,3
2016,12697.0,0,23114.0,30,53.3,1.4,1
2017,19490.0,2,38235.0,145,55.4,2.0,5
2018,22490.0,2,23123.0,150,51.4,1.5,1
2019,17490.0,0,6845.0,145,46.3,1.5,3
2018,17500.0,0,20881.0,145,67.3,2.0,3
2019,17999.0,0,18.0,145,57.7,1.6,1
2019,23441.0,2,8683.0,150,47.9,2.0,0
2019,21220.0,2,19494.0,145,48.7,2.0,0
2019,22727.0,1,4451.0,135,72.4,2.0,2
2017,15998.0,2,36110.0,165,49.6,2.0,1
2019,33890.0,2,2096.0,145,53.3,3.0,0
2017,6750.0,0,42000.0,20,60.1,1.0,1
2019,36799.0,1,3028.0,145,32.5,2.0,1
2018,17391.0,0,17987.0,145,46.3,1.4,1
2016,15690.0,0,35297.0,30,61.4,1.6,1
2016,9000.0,0,33327.0,0,65.7,1.0,3
2017,9000.0,0,96040.0,20,67.3,2.0,1
2017,9495.0,0,43457.0,30,55.4,1.4,6
2018,12232.0,2,14076.0,145,54.3,1.0,3
2018,12790.0,0,10171.0,145,64.2,1.0,1
2017,7999.0,0,11437.0,20,60.1,1.2,6
2019,17499.0,0,5000.0,145,47.9,1.0,1
2017,11990.0,0,13000.0,150,60.1,1.2,1
2016,13995.0,0,33500.0,20,68.9,2.0,1
2018,8750.0,0,2991.0,145,57.7,1.0,6
2016,17995.0,0,60500.0,125,58.9,2.0,1
2013,7498.0,0,57480.0,30,62.8,2.0,2
2020,32495.0,2,1255.0,145,58.9,2.0,0
2019,23390.0,2,5790.0,145,39.2,1.5,1
2017,20495.0,1,9740.0,135,74.3,1.8,2
2019,59990.0,1,1335.0,145,33.2,3.0,5
2019,49490.0,1,6301.0,145,33.2,3.0,5
2014,9249.0,0,57884.0,20,68.9,2.0,1
2018,29750.0,1,29169.0,150,40.4,2.0,5
2019,24695.0,2,4891.0,145,51.4,2.0,5
2018,18998.0,0,24339.0,145,47.1,2.0,1
2018,7190.0,0,18700.0,150,64.2,1.0,6
2019,19000.0,1,8569.0,135,78.5,1.6,4
2020,28995.0,2,2000.0,145,34.5,2.0,1
2017,13998.0,0,15908.0,145,61.7,1.7,4
2019,18950.0,0,3000.0,145,50.4,1.6,1
2017,12495.0,2,35276.0,20,61.4,1.4,1
2017,13490.0,2,30917.0,165,51.4,2.0,6
2017,10350.0,0,26791.0,145,58.9,1.5,2
2016,15490.0,0,75015.0,30,62.8,2.0,5
2019,42888.0,1,1481.0,145,39.2,3.0,5
2017,18750.0,0,37614.0,145,46.3,2.0,5
2016,15995.0,0,32696.0,200,46.3,2.2,4
2017,13099.0,1,8841.0,145,46.3,1.5,3
2020,15219.0,0,6000.0,145,52.3,1.0,1
2017,8995.0,0,46769.0,145,58.9,1.5,2
2017,8498.0,0,5676.0,30,57.7,1.2,4
2018,11200.0,1,30902.0,145,57.7,1.5,6
2018,12998.0,0,3956.0,145,53.3,1.0,3
2017,12001.0,0,38000.0,0,74.3,1.6,1
2016,14500.0,2,11653.0,125,57.6,1.7,4
2018,20899.0,2,11453.0,145,54.3,1.4,1
2015,19990.0,2,53700.0,145,54.3,2.0,0
2015,7250.0,0,32782.0,0,65.7,1.0,3
2017,9499.0,0,14607.0,145,65.7,1.0,3
2019,16119.0,1,14882.0,145,44.8,1.0,1
2017,21995.0,2,43163.0,145,51.4,2.0,5
2016,11480.0,2,47520.0,30,53.3,1.4,1
2019,24990.0,2,10.0,145,50.4,2.0,0
2017,7999.0,0,24000.0,145,64.2,1.1,3
2015,15250.0,0,30806.0,20,67.3,2.0,1
2019,19500.0,0,6953.0,150,40.3,1.5,3
2017,14250.0,1,28831.0,145,70.6,1.6,5
2017,8999.0,0,23048.0,125,54.3,1.2,3
2019,21691.0,0,7054.0,145,46.3,2.0,1
2019,43930.0,1,12998.0,150,32.8,3.0,5
2016,10262.0,0,74000.0,20,68.9,2.0,5
2018,27995.0,2,10312.0,150,51.4,3.0,5
2019,15000.0,0,2000.0,145,52.3,1.0,1
2017,10498.0,0,13613.0,125,53.3,1.0,3
2017,6990.0,0,13180.0,145,64.2,1.0,6
2011,3698.0,0,66561.0,30,57.7,1.2,3
2013,4490.0,0,23186.0,20,61.4,1.2,4
2019,13988.0,0,2000.0,150,47.9,1.5,2
2019,24700.0,2,5196.0,145,65.7,2.0,0
2016,16000.0,0,16030.0,125,56.5,2.0,3
2016,9299.0,0,35637.0,20,68.9,1.5,3
2015,14992.0,2,73699.0,125,58.9,3.0,5
2019,26250.0,0,3775.0,145,34.5,2.3,3
2016,7498.0,0,41271.0,0,88.3,1.5,3
2017,10500.0,0,29533.0,20,62.8,1.0,3
2017,10995.0,0,21473.0,145,65.7,1.0,3
2019,22690.0,0,6222.0,145,48.7,1.6,4
2017,7775.0,0,7762.0,145,57.7,1.2,3
2013,9498.0,0,43067.0,125,58.9,2.0,1
2016,17350.0,0,31808.0,145,48.7,1.4,1
2018,12790.0,0,9788.0,150,64.2,1.0,1
2018,12788.0,1,7452.0,150,60.1,1.5,2
2018,11500.0,0,23202.0,145,60.1,1.0,3
2017,9490.0,0,12232.0,145,60.1,1.0,1
2017,17498.0,0,14429.0,150,47.1,1.2,2
2019,23290.0,1,15390.0,150,42.2,1.5,5
2016,10498.0,2,29590.0,0,57.7,1.0,3
2017,8750.0,0,5346.0,20,60.1,1.2,6
2014,12995.0,1,64108.0,0,72.4,1.8,2
2017,9800.0,0,20936.0,145,53.3,1.0,3
2016,24495.0,1,45853.0,200,49.6,3.0,0
2018,10498.0,0,9104.0,150,55.4,1.1,3
2015,9399.0,0,80973.0,20,68.9,2.0,5
2019,22500.0,1,8397.0,145,53.3,1.6,5
2017,12500.0,1,23708.0,140,76.3,1.5,2
2019,21586.0,1,14670.0,145,42.2,1.5,5
2016,11495.0,0,19312.0,30,61.7,1.7,4
2015,14940.0,1,46374.0,125,58.9,2.0,5
2019,16498.0,1,12245.0,145,51.4,1.0,3
2014,7600.0,0,27741.0,0,65.7,1.0,3
2019,33950.0,2,4750.0,145,31.7,2.0,5
2019,9991.0,0,7694.0,145,47.9,1.2,3
2018,22498.0,0,10115.0,265,40.4,2.4,2
2019,22500.0,1,1555.0,145,40.4,1.5,1
2015,8472.0,0,20369.0,20,60.1,1.0,1
2017,9899.0,0,24270.0,145,65.7,1.0,3
2018,20000.0,1,20915.0,145,49.6,2.0,0
2016,10298.0,0,57777.0,0,74.3,1.6,1
2014,8490.0,0,35000.0,150,53.3,1.7,4
2019,12150.0,0,8788.0,145,47.9,1.5,2
2018,25990.0,1,13519.0,145,49.6,2.0,6
2016,21350.0,2,25257.0,200,47.1,2.0,5
2016,7710.0,0,19900.0,0,66.0,1.0,2
2019,12245.0,0,6165.0,145,47.9,1.5,2
2020,22290.0,2,402.0,145,44.8,1.5,5
2017,20495.0,2,33275.0,150,54.3,2.0,0
2019,16995.0,0,1958.0,145,55.4,1.0,3
2019,27234.0,2,1669.0,145,37.7,2.0,1
2017,8498.0,0,18624.0,30,58.0,1.3,2
2015,9500.0,1,85314.0,20,70.6,2.0,0
2015,19500.0,1,51532.0,145,54.3,2.0,0
2016,11495.0,0,38844.0,0,74.3,1.6,1
2019,23991.0,1,5500.0,135,78.5,1.6,4
2019,33500.0,1,1297.0,145,38.2,2.0,5
2019,27990.0,1,2776.0,145,37.7,2.0,1
2018,24995.0,2,10632.0,145,39.8,3.0,0
2019,36990.0,2,4314.0,145,40.4,2.0,0
2018,24995.0,2,17173.0,145,56.5,3.0,0
2016,18000.0,0,18668.0,125,49.6,2.0,5
2017,12802.0,0,28192.0,30,53.3,1.4,1
2019,36990.0,2,5922.0,145,54.3,2.0,0
2019,13000.0,0,662.0,145,43.5,1.2,3
2018,10498.0,0,12229.0,145,58.9,1.0,3
2019,20995.0,2,3000.0,145,39.8,2.0,1
2016,15999.0,0,19684.0,145,55.4,2.0,0
2018,17680.0,1,32543.0,145,28.0,2.5,4
2019,57991.0,1,6739.0,260,33.2,2.0,1
2016,13499.0,2,13950.0,125,51.4,1.2,6
2015,14298.0,0,43717.0,145,54.3,2.0,3
2019,10485.0,0,13484.0,145,46.3,1.2,4
2017,10998.0,0,21738.0,30,64.2,1.5,3
2019,33480.0,1,8345.0,145,54.3,2.0,0
2017,15998.0,1,6051.0,145,56.6,1.5,3
2016,11980.0,0,49629.0,125,53.3,1.5,0
2018,7995.0,0,22860.0,145,68.9,1.0,2
2019,25995.0,2,3587.0,150,40.4,2.0,1
2016,26990.0,2,46401.0,235,42.8,3.0,5
2017,19998.0,1,41351.0,20,55.4,2.5,2
2017,25990.0,2,25357.0,200,47.9,3.0,0
2019,27950.0,2,2888.0,145,40.4,2.0,5
2020,32490.0,2,2950.0,145,34.9,2.0,5
2015,8990.0,0,23968.0,0,78.4,1.6,4
2017,20990.0,0,44738.0,145,58.9,2.0,5
2019,9889.0,0,1.0,145,54.3,1.0,1
2017,13998.0,0,21679.0,30,61.7,1.7,4
2017,10500.0,0,23273.0,145,56.5,1.5,2
2015,9990.0,0,43877.0,165,51.4,2.0,0
2014,7360.0,0,46059.0,0,65.7,1.0,3
2020,12995.0,0,1000.0,145,47.1,1.0,6
2016,9990.0,0,21743.0,125,53.3,1.0,3
2017,10400.0,0,33163.0,30,54.3,1.0,3
2020,10980.0,0,100.0,145,54.3,1.0,1
2017,10250.0,0,14982.0,145,58.9,1.5,2
2013,8498.0,0,36112.0,125,53.3,1.4,1
2020,29000.0,1,4000.0,145,39.8,2.0,5
2014,5999.0,0,47278.0,20,68.9,1.4,4
2015,16499.0,0,23886.0,30,65.7,2.0,5
2015,10420.0,0,27209.0,0,67.3,1.0,5
2016,20390.0,2,11454.0,160,51.4,3.0,0
2011,3995.0,0,62000.0,145,53.3,2.0,3
2019,25950.0,2,11259.0,150,60.1,2.0,0
2016,12199.0,0,33032.0,30,53.3,1.4,1
2020,22480.0,0,2576.0,145,45.6,1.5,1
2017,8274.0,1,11812.0,145,67.0,1.0,2
2018,8700.0,0,16721.0,145,64.2,1.0,1
2016,8490.0,0,46746.0,20,58.9,1.2,6
2019,16500.0,2,5220.0,145,48.7,1.0,3
2017,9100.0,0,38291.0,150,60.1,1.2,1
2017,9400.0,1,17544.0,165,44.1,1.6,3
2016,14995.0,2,28636.0,20,70.6,1.6,5
2018,10700.0,0,23738.0,145,60.1,1.0,3
2016,8500.0,0,57146.0,20,74.3,1.4,6
2015,5995.0,0,29427.0,20,62.8,1.0,1
2020,21690.0,1,1908.0,150,37.7,2.0,6
2018,10850.0,0,12394.0,145,65.7,1.0,3
2017,10499.0,0,27401.0,150,60.1,1.0,1
2019,8799.0,0,14303.0,145,56.5,1.0,2
2019,14995.0,1,3385.0,135,76.3,1.5,2
2018,26000.0,2,4150.0,145,54.3,2.0,3
2017,11695.0,0,18801.0,150,60.1,1.2,1
2016,6650.0,0,13500.0,20,60.1,1.0,4
2018,18995.0,0,14912.0,145,51.4,1.4,5
2018,12598.0,0,22162.0,150,57.7,1.0,3
2013,9880.0,1,53346.0,145,48.7,1.6,0
2019,13290.0,0,7995.0,145,58.9,1.0,3
2016,11400.0,0,22920.0,20,72.4,1.5,0
2019,27249.0,1,10524.0,145,38.7,2.0,2
2019,16998.0,0,17819.0,145,60.1,1.0,3
2018,11295.0,0,3105.0,145,65.7,1.0,3
2017,20400.0,2,28250.0,145,51.4,3.0,0
2018,8995.0,0,13114.0,145,56.5,1.0,2
2014,13950.0,1,18258.0,20,60.1,1.4,5
2015,12995.0,2,63187.0,145,55.4,2.0,6
2019,14995.0,0,14430.0,145,53.3,2.0,1
2019,19290.0,1,7911.0,145,44.8,1.5,1
2013,10000.0,1,41394.0,145,53.3,2.0,1
2018,21000.0,1,15865.0,145,48.7,2.0,0
2017,18490.0,0,27928.0,20,60.1,1.4,5
2018,11995.0,0,2070.0,145,56.5,1.5,2
2019,9695.0,0,10040.0,145,43.5,1.2,3
2019,32750.0,1,8305.0,145,39.8,3.0,5
2012,10790.0,1,27280.0,145,47.9,1.4,5
2018,12999.0,1,7706.0,145,54.3,1.0,3
2019,31000.0,2,100.0,145,52.3,2.0,0
2020,26700.0,1,3675.0,135,53.3,2.0,2
2014,7998.0,2,73293.0,20,65.7,1.6,1
2019,30780.0,1,4464.0,145,54.3,2.0,0
2016,10500.0,0,27958.0,0,65.7,1.0,3
2017,14995.0,0,50565.0,150,56.5,2.0,3
2013,8990.0,0,62635.0,30,64.2,2.0,0
2015,7695.0,0,39170.0,20,58.8,1.2,6
2018,11412.0,0,9529.0,145,60.1,1.0,1
2016,10241.0,0,23466.0,20,60.1,1.2,1
2014,11995.0,1,31085.0,0,72.4,1.8,2
2018,10475.0,0,14100.0,150,65.7,1.0,3
2017,13980.0,0,16542.0,150,54.3,1.4,1
2019,16690.0,1,2781.0,145,48.7,1.0,3
2014,12300.0,1,43195.0,200,47.9,2.0,5
2017,8995.0,0,16537.0,0,65.7,1.0,3
2014,14500.0,1,48760.0,125,57.6,3.0,0
2017,10495.0,0,28709.0,145,54.3,1.4,6
2016,7690.0,0,19131.0,125,54.3,1.2,3
2017,9750.0,2,31136.0,145,60.1,1.2,6
2019,30450.0,2,8761.0,145,31.7,2.0,5
2016,10490.0,0,33000.0,20,70.6,1.6,5
2018,27900.0,2,17289.0,150,55.4,2.0,5
2017,9995.0,0,32000.0,150,60.1,1.2,1
2018,14450.0,0,21604.0,145,64.2,1.5,3
2019,22595.0,1,4790.0,145,46.3,2.0,1
2018,15900.0,0,14561.0,150,60.1,2.0,3
2014,23000.0,1,42310.0,200,45.6,3.0,0
2017,20891.0,2,9268.0,150,34.9,2.0,1
2019,22995.0,0,5950.0,145,47.9,1.6,5
2016,13985.0,0,55697.0,20,70.6,2.0,5
2015,19700.0,1,59975.0,200,47.9,3.0,0
2014,10490.0,1,34528.0,0,80.7,1.5,2
2018,16601.0,2,22508.0,150,54.3,2.0,3
2019,33950.0,0,8000.0,145,42.8,2.0,1
2019,16990.0,0,5000.0,145,34.9,1.6,4
2019,18990.0,0,50.0,150,43.5,1.0,6
2017,30998.0,2,21756.0,145,47.1,3.0,0
2015,5298.0,0,43788.0,0,69.0,1.0,2
2015,9998.0,0,51916.0,0,78.5,1.5,3
2018,9300.0,0,11172.0,145,64.2,1.1,3
2019,28800.0,2,6882.0,150,32.8,2.0,1
2016,9799.0,0,16909.0,125,52.3,1.0,3
2019,17995.0,0,3500.0,145,47.9,1.0,1
2020,25980.0,2,101.0,145,65.7,2.0,0
2019,29999.0,2,7999.0,145,37.2,2.0,3
2019,20190.0,0,11992.0,145,51.4,2.0,1
2015,9500.0,0,91498.0,125,61.4,2.0,0
2017,8100.0,0,14006.0,0,68.9,1.0,2
2016,11850.0,0,40000.0,125,52.3,1.4,1
2019,10985.0,0,793.0,145,57.7,1.0,2
2015,18998.0,2,49039.0,165,50.4,3.0,5
2019,9250.0,0,10914.0,150,57.6,1.2,4
2019,46000.0,2,1921.0,145,32.5,3.0,0
2017,11288.0,1,26989.0,0,86.0,1.5,2
2018,6595.0,0,28335.0,145,69.0,1.0,2
2017,17995.0,0,42101.0,145,68.9,1.6,5
2019,10995.0,0,28798.0,145,56.5,1.0,3
2019,37980.0,2,3078.0,145,34.9,3.0,0
2019,34259.0,0,4587.0,145,37.2,2.0,5
2018,17490.0,0,16999.0,145,44.1,1.0,1
2017,9450.0,0,25082.0,145,64.2,1.1,3
2018,38995.0,2,6850.0,145,38.2,3.0,5
2014,9999.0,1,74012.0,160,52.3,2.0,0
2019,25990.0,2,5000.0,145,46.3,2.0,1
2019,15690.0,1,4659.0,145,45.6,1.0,1
2016,13969.0,1,41317.0,20,74.3,2.0,0
2019,24490.0,0,5000.0,145,49.6,1.6,5
2016,12391.0,2,18978.0,20,60.1,1.2,1
2017,11998.0,0,15297.0,20,68.9,1.5,3
2019,43995.0,1,2927.0,150,30.4,2.0,1
2019,13500.0,0,27916.0,150,80.7,1.5,3
2017,7488.0,0,28449.0,150,64.2,1.0,1
2019,17495.0,2,3487.0,150,46.3,1.0,1
2016,11600.0,0,19645.0,0,67.3,1.0,5
2013,10000.0,2,52661.0,205,47.7,2.0,1
2019,24995.0,2,3429.0,145,36.7,1.5,6
2017,10498.0,0,29684.0,30,64.2,1.5,3
2018,14299.0,0,12111.0,150,51.4,1.0,3
2009,2750.0,0,98000.0,145,49.6,1.2,3
2019,20000.0,1,7364.0,145,50.4,2.0,6
2017,13700.0,1,34638.0,135,78.5,1.8,2
2019,18999.0,0,4000.0,145,60.1,1.0,3
2016,14500.0,0,42153.0,125,56.5,2.0,3
2017,19950.0,2,18801.0,30,65.7,2.0,0
2017,12195.0,0,50600.0,125,60.1,2.0,3
2018,9633.0,0,7804.0,145,57.7,1.2,4
2019,21000.0,0,6481.0,145,37.7,2.0,3
2016,13200.0,1,28918.0,125,53.3,1.5,0
2018,10500.0,0,8363.0,145,58.9,1.0,3
2018,16600.0,1,36287.0,145,48.7,2.0,0
2020,20775.0,0,270.0,145,50.4,1.0,3
2018,14000.0,0,5151.0,150,58.9,1.0,3
2016,19999.0,1,14790.0,160,44.1,1.8,5
2018,11200.0,0,12019.0,145,65.7,1.0,3
2018,11500.0,0,16385.0,145,65.7,1.0,3
2020,23999.0,0,500.0,150,47.1,1.5,1
2016,17998.0,0,7102.0,125,51.4,1.4,5
2019,31980.0,1,1980.0,145,48.7,2.0,0
2019,23970.0,1,5000.0,145,39.8,2.0,5
2017,8950.0,0,26104.0,20,64.2,1.0,1
2019,23695.0,1,3541.0,145,74.3,1.5,3
2017,19985.0,0,20283.0,145,47.1,2.0,1
2017,11990.0,2,29830.0,150,60.1,1.2,1
2019,24990.0,2,13456.0,145,39.2,1.5,5
2017,18990.0,0,12199.0,145,67.3,2.0,5
2020,20990.0,1,3140.0,140,62.8,1.6,4
2017,11480.0,1,35000.0,30,58.9,1.4,6
2019,9699.0,0,501.0,145,54.3,1.0,1
2015,7392.0,0,25132.0,0,66.0,1.0,2
2016,9998.0,0,21243.0,20,60.1,1.0,3
2017,16499.0,0,12000.0,145,47.1,1.2,2
2015,15500.0,0,66790.0,205,47.9,2.0,5
2019,51950.0,2,2715.0,145,33.6,3.0,5
2019,22500.0,1,1900.0,145,44.8,1.5,1
2017,19750.0,0,20184.0,30,64.2,2.0,5
2019,22000.0,0,7715.0,145,47.9,2.0,1
2018,6600.0,0,28023.0,145,69.0,1.0,2
2017,15940.0,0,57779.0,125,58.9,2.0,1
2017,22841.0,2,38560.0,205,39.8,2.0,1
2016,10899.0,2,55058.0,0,65.7,1.0,1
2019,18299.0,0,11119.0,145,38.2,2.0,3
2017,18500.0,0,15197.0,145,54.3,1.5,5
2019,27371.0,1,6600.0,145,50.4,2.0,1
2017,12490.0,0,24230.0,160,44.8,1.6,4
2016,8762.0,0,47611.0,20,60.1,1.2,1
2015,6298.0,0,30797.0,125,54.3,1.2,3
2019,29582.0,1,5684.0,145,41.5,3.0,0
2019,25444.0,0,7801.0,145,46.3,1.6,5
2016,7791.0,0,26985.0,125,54.3,1.2,3
2018,12698.0,0,1370.0,145,54.3,1.0,3
2016,8189.0,0,22887.0,125,54.3,1.2,3
2014,11690.0,0,33000.0,30,57.6,1.2,5
2019,24790.0,1,4590.0,145,46.3,2.0,1
2017,11490.0,0,17736.0,150,60.1,1.2,1
2014,7527.0,0,23887.0,125,51.4,1.3,2
2017,14391.0,2,34700.0,150,58.9,1.4,5
2016,8798.0,0,30266.0,0,78.4,1.6,4
2015,18500.0,0,17000.0,200,42.2,2.0,0
2016,8800.0,0,27692.0,125,53.3,1.0,3
2016,12750.0,0,10380.0,30,55.4,1.4,5
2016,9990.0,0,59407.0,20,58.9,1.0,3
2018,12990.0,0,4702.0,145,64.2,1.0,1
2015,14000.0,1,28431.0,165,51.4,2.0,6
2016,16498.0,0,19394.0,20,67.3,2.0,1
2020,22990.0,1,185.0,145,54.3,1.5,3
2014,8890.0,0,38484.0,145,50.4,1.6,0
2019,34950.0,2,10000.0,150,32.8,2.0,1
